Index	Action Index	Error	Time	Library ID	Well Position	Script Class	Script Function	Active Script	Action	Comment	Parameter Name	Parameter Value	Message	
12	3	False	04/18/2025 14:05:28.146			ASMain	__init__	ASMain	Comment	Data Resource Class Names: ['EpochInstrumentation.InstrumentationResource', 'EpochReactorMonitorServer.ReactorMonitorSystemResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'EpochTipRackServer.EpochTipRackResource', 'EpochTipRackServer.EpochTipRackResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'Symyx.AutomationStudio.Resources.GeviCam.GeviCamResource', 'EpochTipRackServer.EpochTipRackResource']				
13	3	False	04/18/2025 14:05:28.146			ASMain	__init__	ASMain	Comment	Data Resource Class Names: ['EpochInstrumentation.InstrumentationResource', 'EpochReactorMonitorServer.ReactorMonitorSystemResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'EpochTipRackServer.EpochTipRackResource', 'EpochTipRackServer.EpochTipRackResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'Symyx.AutomationStudio.Resources.GeviCam.GeviCamResource', 'EpochTipRackServer.EpochTipRackResource']	Input : Comment	Data Resource Class Names: ['EpochInstrumentation.InstrumentationResource', 'EpochReactorMonitorServer.ReactorMonitorSystemResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'EpochTipRackServer.EpochTipRackResource', 'EpochTipRackServer.EpochTipRackResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'Symyx.AutomationStudio.Resources.GeviCam.GeviCamResource', 'EpochTipRackServer.EpochTipRackResource']		
14	3	False	04/18/2025 14:05:28.146			ASMain	__init__	ASMain	Comment	Data Resource Class Names: ['EpochInstrumentation.InstrumentationResource', 'EpochReactorMonitorServer.ReactorMonitorSystemResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'EpochTipRackServer.EpochTipRackResource', 'EpochTipRackServer.EpochTipRackResource', 'Symyx.AutomationStudio.DataResources.TipRackManager', 'Symyx.AutomationStudio.Resources.GeviCam.GeviCamResource', 'EpochTipRackServer.EpochTipRackResource']				
15	4	False	04/18/2025 14:05:28.171			ASMain	__init__	ASMain	Set Value					
16	4	False	04/18/2025 14:05:28.171			ASMain	__init__	ASMain	Set Value		Input : Available Resources			
17	4	False	04/18/2025 14:05:28.171			ASMain	__init__	ASMain	Set Value		Input : Index	1		
18	4	False	04/18/2025 14:05:28.171			ASMain	__init__	ASMain	Set Value		Input : Item	local\User Items\ASMain Instances		
19	4	False	04/18/2025 14:05:28.171			ASMain	__init__	ASMain	Set Value		Input : Channel	1		
20	4	False	04/18/2025 14:05:28.171			ASMain	__init__	ASMain	Set Value		Input : Units	undefined		
21	4	False	04/18/2025 14:05:28.171			ASMain	__init__	ASMain	Set Value		Input : Value	1		
22	4	False	04/18/2025 14:05:28.211			ASMain	__init__	ASMain	Set Value					
23	5	False	04/18/2025 14:05:28.464			ASMain	__init__	ASMain	Comment	System Options List: ['CoreModule', 'VialPlateGripper', 'HeatCoolStirStation', 'HeatedFilterBlock', 'HeatStirStation', 'CappingStation', 'Balance', 'ViscousLiquidDispenser', 'SolidDispenser', 'FourTipLiquidDispenser', 'SingleTipLiquidDispenser']				
24	5	False	04/18/2025 14:05:28.464			ASMain	__init__	ASMain	Comment	System Options List: ['CoreModule', 'VialPlateGripper', 'HeatCoolStirStation', 'HeatedFilterBlock', 'HeatStirStation', 'CappingStation', 'Balance', 'ViscousLiquidDispenser', 'SolidDispenser', 'FourTipLiquidDispenser', 'SingleTipLiquidDispenser']	Input : Comment	System Options List: ['CoreModule', 'VialPlateGripper', 'HeatCoolStirStation', 'HeatedFilterBlock', 'HeatStirStation', 'CappingStation', 'Balance', 'ViscousLiquidDispenser', 'SolidDispenser', 'FourTipLiquidDispenser', 'SingleTipLiquidDispenser']		
25	5	False	04/18/2025 14:05:28.464			ASMain	__init__	ASMain	Comment	System Options List: ['CoreModule', 'VialPlateGripper', 'HeatCoolStirStation', 'HeatedFilterBlock', 'HeatStirStation', 'CappingStation', 'Balance', 'ViscousLiquidDispenser', 'SolidDispenser', 'FourTipLiquidDispenser', 'SingleTipLiquidDispenser']				
26	6	False	04/18/2025 14:05:28.468			ASMain	__init__	ASMain	GetAllArmsList					
27	6	False	04/18/2025 14:05:28.470			ASMain	__init__	ASMain	GetAllArmsList					
28	7	False	04/18/2025 14:05:28.473			ASMain	__init__	ASMain	Comment	Arm List: ['Arm - 1000uL PDT', 'Arm - 4-Tip', 'Arm - Dispense Head', 'Arm - Extendable Single Tip', 'Arm - Single Tip', 'Arm - SV Hopper', 'Arm - Vial Plate Gripper']				
29	7	False	04/18/2025 14:05:28.473			ASMain	__init__	ASMain	Comment	Arm List: ['Arm - 1000uL PDT', 'Arm - 4-Tip', 'Arm - Dispense Head', 'Arm - Extendable Single Tip', 'Arm - Single Tip', 'Arm - SV Hopper', 'Arm - Vial Plate Gripper']	Input : Comment	Arm List: ['Arm - 1000uL PDT', 'Arm - 4-Tip', 'Arm - Dispense Head', 'Arm - Extendable Single Tip', 'Arm - Single Tip', 'Arm - SV Hopper', 'Arm - Vial Plate Gripper']		
30	7	False	04/18/2025 14:05:28.473			ASMain	__init__	ASMain	Comment	Arm List: ['Arm - 1000uL PDT', 'Arm - 4-Tip', 'Arm - Dispense Head', 'Arm - Extendable Single Tip', 'Arm - Single Tip', 'Arm - SV Hopper', 'Arm - Vial Plate Gripper']				
31	8	False	04/18/2025 14:05:28.481			GetDesignAssemblePrompts	Execute	ASMain	Comment	Execution Options {'Filter Maps': 'No filtering', 'Reset Chem Mgr': 'No', 'Load Type': 'Load Selected Elements', 'Design ID': 1509, 'Force Initialize': 'No'}				
32	8	False	04/18/2025 14:05:28.481			GetDesignAssemblePrompts	Execute	ASMain	Comment	Execution Options {'Filter Maps': 'No filtering', 'Reset Chem Mgr': 'No', 'Load Type': 'Load Selected Elements', 'Design ID': 1509, 'Force Initialize': 'No'}	Input : Comment	Execution Options {'Filter Maps': 'No filtering', 'Reset Chem Mgr': 'No', 'Load Type': 'Load Selected Elements', 'Design ID': 1509, 'Force Initialize': 'No'}		
33	8	False	04/18/2025 14:05:28.481			GetDesignAssemblePrompts	Execute	ASMain	Comment	Execution Options {'Filter Maps': 'No filtering', 'Reset Chem Mgr': 'No', 'Load Type': 'Load Selected Elements', 'Design ID': 1509, 'Force Initialize': 'No'}				
34	9	False	04/18/2025 14:05:28.488			GetDesignAssemblePrompts	Execute	ASMain	Check If Run Configuration Exists					
35	9	False	04/18/2025 14:05:28.488			GetDesignAssemblePrompts	Execute	ASMain	Check If Run Configuration Exists		Input : DesignID	1509		
36	9	False	04/18/2025 14:05:28.489			GetDesignAssemblePrompts	Execute	ASMain	Check If Run Configuration Exists					
37	9	False	04/18/2025 14:05:28.489			GetDesignAssemblePrompts	Execute	ASMain	Check If Run Configuration Exists		Output : RunConfigExists	0		
38	10	False	04/18/2025 14:05:28.505			GetDesignAssemblePrompts	Execute	ASMain	Get Library From Library Collection					
39	10	False	04/18/2025 14:05:28.505			GetDesignAssemblePrompts	Execute	ASMain	Get Library From Library Collection		Input : Libraries Collection	(VT_UNKNOWN)		
40	10	False	04/18/2025 14:05:28.505			GetDesignAssemblePrompts	Execute	ASMain	Get Library From Library Collection		Input : Use Index for querying?	Yes		
41	10	False	04/18/2025 14:05:28.505			GetDesignAssemblePrompts	Execute	ASMain	Get Library From Library Collection		Input : Index	1		
42	10	False	04/18/2025 14:05:28.505			GetDesignAssemblePrompts	Execute	ASMain	Get Library From Library Collection		Input : Library ID			
43	10	False	04/18/2025 14:05:28.506			GetDesignAssemblePrompts	Execute	ASMain	Get Library From Library Collection					
44	10	False	04/18/2025 14:05:28.506			GetDesignAssemblePrompts	Execute	ASMain	Get Library From Library Collection		Output : Library	(VT_UNKNOWN)		
45	10	False	04/18/2025 14:05:28.506			GetDesignAssemblePrompts	Execute	ASMain	Get Library From Library Collection		Output : Library ID	7237		
46	11	False	04/18/2025 14:05:28.509			GetDesignAssemblePrompts	Execute	ASMain	Comment	Library ID List: [0, 7237]				
47	11	False	04/18/2025 14:05:28.509			GetDesignAssemblePrompts	Execute	ASMain	Comment	Library ID List: [0, 7237]	Input : Comment	Library ID List: [0, 7237]		
48	11	False	04/18/2025 14:05:28.509			GetDesignAssemblePrompts	Execute	ASMain	Comment	Library ID List: [0, 7237]				
49	12	False	04/18/2025 14:05:28.547			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Read Global Variable Data	VPG_ArmResource				
50	12	False	04/18/2025 14:05:28.547			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Read Global Variable Data	VPG_ArmResource	Input : GlobalVariableType	String		
51	12	False	04/18/2025 14:05:28.547			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Read Global Variable Data	VPG_ArmResource	Input : GlobalVariableName	VPG_ArmResource		
52	12	False	04/18/2025 14:05:28.548			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Read Global Variable Data	VPG_ArmResource				
53	12	False	04/18/2025 14:05:28.548			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Read Global Variable Data	VPG_ArmResource	Output : GlobalVariableStringValue	Arm - Vial Plate Gripper		
54	13	False	04/18/2025 14:05:28.552			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Read Global Variable Data	ETip_Tag				
55	13	False	04/18/2025 14:05:28.552			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Read Global Variable Data	ETip_Tag	Input : GlobalVariableType	String		
56	13	False	04/18/2025 14:05:28.552			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Read Global Variable Data	ETip_Tag	Input : GlobalVariableName	ETip_Tag		
57	13	False	04/18/2025 14:05:28.552			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Read Global Variable Data	ETip_Tag				
58	13	False	04/18/2025 14:05:28.552			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Read Global Variable Data	ETip_Tag	Output : GlobalVariableStringValue	ExtSingleTip		
59	14	False	04/18/2025 14:05:28.554			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Read Global Variable Data	1Tip_Tag				
60	14	False	04/18/2025 14:05:28.554			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Read Global Variable Data	1Tip_Tag	Input : GlobalVariableType	String		
61	14	False	04/18/2025 14:05:28.554			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Read Global Variable Data	1Tip_Tag	Input : GlobalVariableName	1Tip_Tag		
62	14	False	04/18/2025 14:05:28.554			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Read Global Variable Data	1Tip_Tag				
63	14	False	04/18/2025 14:05:28.554			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Read Global Variable Data	1Tip_Tag	Output : GlobalVariableStringValue	SingleTip		
64	15	False	04/18/2025 14:05:28.560			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type					
65	15	False	04/18/2025 14:05:28.560			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Input : Index	1		
66	15	False	04/18/2025 14:05:28.560			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Input : Maps Collection	(VT_UNKNOWN)		
67	15	False	04/18/2025 14:05:28.561			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type					
68	15	False	04/18/2025 14:05:28.561			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Map Type	Uniform		
69	15	False	04/18/2025 14:05:28.561			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Is Source Map	0		
70	15	False	04/18/2025 14:05:28.561			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Is Parameter Map	1		
71	15	False	04/18/2025 14:05:28.561			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Is Array Map	0		
72	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info					
73	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Input : Index	1		
74	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Input : Maps Collection	(VT_UNKNOWN)		
75	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info					
76	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Output : Parameter Name	StirRate		
77	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Output : Library Name	plate1		
78	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Output : Library ID	7237		
79	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Output : Map Amounts (decimal)	500		
80	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Output : Number Of Amounts	1		
81	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Output : Map Text			
82	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Output : Rows	1		
83	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Output : Columns	1		
84	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Output : Tags	Processing		
85	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Output : Number Of Tags	1		
86	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Output : Map Type	Uniform		
87	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Output : Unit	rpm		
88	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Output : Description	Set StirRate to 500 rpm; plate1 (A1)		
89	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Output : Uniform Decimal Value	500		
90	16	False	04/18/2025 14:05:28.566			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Parameter Map Info		Output : Uniform Text Value			
91	17	False	04/18/2025 14:05:28.594			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type					
92	17	False	04/18/2025 14:05:28.594			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Input : Index	2		
93	17	False	04/18/2025 14:05:28.594			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Input : Maps Collection	(VT_UNKNOWN)		
94	17	False	04/18/2025 14:05:28.594			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type					
95	17	False	04/18/2025 14:05:28.594			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Map Type	Uniform		
96	17	False	04/18/2025 14:05:28.594			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Is Source Map	1		
97	17	False	04/18/2025 14:05:28.594			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Is Parameter Map	0		
98	17	False	04/18/2025 14:05:28.594			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Is Array Map	0		
99	18	False	04/18/2025 14:05:28.604			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info					
100	18	False	04/18/2025 14:05:28.604			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Input : Maps Collection	(VT_UNKNOWN)		
101	18	False	04/18/2025 14:05:28.604			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Input : Index	2		
102	18	False	04/18/2025 14:05:28.606			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info					
103	18	False	04/18/2025 14:05:28.606			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Source Name	standard		
104	18	False	04/18/2025 14:05:28.606			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Library Name	plate1		
105	18	False	04/18/2025 14:05:28.606			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Library ID	7237		
106	18	False	04/18/2025 14:05:28.606			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Map Amounts	100000		
107	18	False	04/18/2025 14:05:28.606			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Number Of Amounts	1		
108	18	False	04/18/2025 14:05:28.606			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Rows	1		
109	18	False	04/18/2025 14:05:28.606			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Columns	1		
110	18	False	04/18/2025 14:05:28.606			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Tags	SkipMap		
111	18	False	04/18/2025 14:05:28.606			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Number Of Tags	1		
112	18	False	04/18/2025 14:05:28.606			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Map Type	Uniform		
113	18	False	04/18/2025 14:05:28.606			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : UnitDispensed	microliters		
114	18	False	04/18/2025 14:05:28.606			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : DesignUnit	microliters		
115	18	False	04/18/2025 14:05:28.606			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Description	Add 100000 ul standard to plate1 (A1) in ul		
116	19	False	04/18/2025 14:05:28.609			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type					
117	19	False	04/18/2025 14:05:28.609			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Input : Index	3		
118	19	False	04/18/2025 14:05:28.609			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Input : Maps Collection	(VT_UNKNOWN)		
119	19	False	04/18/2025 14:05:28.609			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type					
120	19	False	04/18/2025 14:05:28.609			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Map Type	Uniform		
121	19	False	04/18/2025 14:05:28.609			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Is Source Map	1		
122	19	False	04/18/2025 14:05:28.609			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Is Parameter Map	0		
123	19	False	04/18/2025 14:05:28.609			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Is Array Map	0		
124	20	False	04/18/2025 14:05:28.610			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info					
125	20	False	04/18/2025 14:05:28.610			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Input : Maps Collection	(VT_UNKNOWN)		
126	20	False	04/18/2025 14:05:28.610			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Input : Index	3		
127	20	False	04/18/2025 14:05:28.611			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info					
128	20	False	04/18/2025 14:05:28.611			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Source Name	standard		
129	20	False	04/18/2025 14:05:28.611			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Library Name	plate1		
130	20	False	04/18/2025 14:05:28.611			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Library ID	7237		
131	20	False	04/18/2025 14:05:28.611			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Map Amounts	100000		
132	20	False	04/18/2025 14:05:28.611			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Number Of Amounts	1		
133	20	False	04/18/2025 14:05:28.611			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Rows	1		
134	20	False	04/18/2025 14:05:28.611			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Columns	3		
135	20	False	04/18/2025 14:05:28.611			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Tags	SkipMap		
136	20	False	04/18/2025 14:05:28.611			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Number Of Tags	1		
137	20	False	04/18/2025 14:05:28.611			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Map Type	Uniform		
138	20	False	04/18/2025 14:05:28.611			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : UnitDispensed	microliters		
139	20	False	04/18/2025 14:05:28.611			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : DesignUnit	microliters		
140	20	False	04/18/2025 14:05:28.611			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Description	Add 100000 ul standard to plate1 (A3) in ul		
141	21	False	04/18/2025 14:05:28.612			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type					
142	21	False	04/18/2025 14:05:28.612			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Input : Index	4		
143	21	False	04/18/2025 14:05:28.612			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Input : Maps Collection	(VT_UNKNOWN)		
144	21	False	04/18/2025 14:05:28.612			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type					
145	21	False	04/18/2025 14:05:28.612			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Map Type	Uniform		
146	21	False	04/18/2025 14:05:28.612			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Is Source Map	1		
147	21	False	04/18/2025 14:05:28.612			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Is Parameter Map	0		
148	21	False	04/18/2025 14:05:28.612			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Output : Is Array Map	0		
149	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info					
150	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Input : Maps Collection	(VT_UNKNOWN)		
151	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Input : Index	4		
152	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info					
153	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Source Name	standard		
154	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Library Name	plate1		
155	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Library ID	7237		
156	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Map Amounts	100000		
157	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Number Of Amounts	1		
158	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Rows	2		
159	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Columns	1		
160	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Tags	SkipMap		
161	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Number Of Tags	1		
162	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Map Type	Uniform		
163	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : UnitDispensed	microliters		
164	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : DesignUnit	microliters		
165	22	False	04/18/2025 14:05:28.613			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Source Map Info		Output : Description	Add 100000 ul standard to plate1 (B1) in ul		
166	23	False	04/18/2025 14:05:28.615			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type					
167	23	False	04/18/2025 14:05:28.615			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Input : Index	5		
168	23	False	04/18/2025 14:05:28.615			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type		Input : Maps Collection	(VT_UNKNOWN)		
169	23	False	04/18/2025 14:05:28.615			GetDesignAssemblePrompts	UnitOpsUsed	ASMain	Get Map Type					
